Gene	log2FC	P.Value	adj.P.Val	n
MINDY1	-0.288176226992108	0.00289905112286723	0.185074083221012	16
AP000962.1	-0.594471863546839	0.00291047947389053	0.185074083221012	16
CYP2S1	0.709114663876011	0.00291311015581125	0.185074083221012	16
AL591848.3	0.566604197242657	0.00292268548871679	0.185074083221012	16
SLC7A1	0.534027615833406	0.00292574545344714	0.185074083221012	16
GGCX	-0.232593517747574	0.00297485284805748	0.186933583727226	16
GSTK1	0.154580452528508	0.00297667930520741	0.186933583727226	16
LINC02669	0.624358301923671	0.00297793167883418	0.186933583727226	16
CACNA2D1	0.663068383843847	0.00300383127356784	0.188079583075532	16
AL450468.2	-2.16567374024244	0.00301450925497399	NA	16
DDX42	-0.128110116154871	0.00302585959953595	0.188977987730409	16
MVB12B	0.219576576564477	0.00303968662208344	0.189360933442044	16
ZNF14	-0.372675254907535	0.00304791315231994	0.189393936714992	16
PXDC1	0.458040999740773	0.00306672682853308	0.190082990100034	16
ZKSCAN2	-0.333993447094038	0.00307807036819339	0.190306727512901	16
HOXB5	-0.690244661670066	0.00308690749065916	0.190374768477819	16
KRT14	1.14458009221802	0.00311376461408706	0.191390165262362	16
AC107373.1	3.53142598666136	0.00311919090468363	NA	16
IGHG2	1.51320228534768	0.00312635116733707	0.191390165262362	16
CORO2B	-0.566156874457426	0.00312670567055999	0.191390165262362	16
HOTAIRM1	-0.57944477930375	0.00314596130791479	0.192090992317268	16
AC092376.2	-0.465466088696467	0.00316813004614858	0.192965782291035	16
MT1M	0.406392917553642	0.00318021930161622	0.193223842851531	16
MAP3K14	0.329702458634663	0.00319415088680989	0.193592292787515	16
AC021491.4	1.26310435886728	0.00322682491415238	0.19509209007997	16
IGKV3D-20	2.45742165709168	0.0032349670204212	NA	16
JUND	0.323608741505716	0.00329213639203177	0.197672707441859	16
RBFOX2	-0.199537498405374	0.00329500772560406	0.197672707441859	16
MYH1	-1.24370041100076	0.00329897405841629	0.197672707441859	16
COL4A4	0.782770676132481	0.00331400658591341	0.197672707441859	16
KANSL1L	-0.176817226870486	0.00331802334337977	0.197672707441859	16
CEP95	-0.194213599881973	0.00332366351636369	0.197672707441859	16
SLC8A1-AS1	0.691105074424603	0.00333560029669259	0.197672707441859	16
ITSN1	-0.399121300235957	0.0033453466348927	0.197672707441859	16
MTUS2	1.29635301362508	0.00334592571509846	0.197672707441859	16
LGALS9	0.388139314260973	0.00334984024884201	0.197672707441859	16
ANG	-0.400426335195398	0.00340978444465744	0.200728626386808	16
S100A13	-0.26398597332108	0.00343193223936371	0.201550254448742	16
ELP3	-0.213027647441157	0.00346843439765238	0.202868614465397	16
AC036103.1	-0.724687176018414	0.00347086953671443	0.202868614465397	16
LINC01341	0.694925406511407	0.00349671509800812	0.203602329425995	16
HORMAD2	1.22821613305555	0.00350324846835888	0.203602329425995	16
LRRC34	-0.325255121221785	0.00351447333608659	0.203602329425995	16
AC009242.1	0.780008030055847	0.00351651928337659	0.203602329425995	16
AC062037.2	-0.791293959956265	0.00355973568491268	0.205620694832503	16
NEK9	-0.154571126239848	0.00357503295831923	0.206020693220987	16
SH3BP2	0.224328648010518	0.00360997424917799	0.207548215769913	16
MRTFA	0.222738083336765	0.00363551138862472	0.208529204521884	16
GPRIN3	0.426707646972763	0.00366208986391003	0.209565221584265	16
ZNF728	-1.16721040073563	0.00367154237624434	0.209618661838154	16
ASL	0.230201976309141	0.0037073970812412	0.21098608896621	16
MSRB2	-0.189852362261581	0.00371264178983091	0.21098608896621	16
SC5D	-0.536751029765374	0.00373076433684856	0.211335314249166	16
MB	1.07407549381575	0.0037359638191729	0.211335314249166	16
CLIP4	-0.250206679572619	0.00376443295013259	0.21245734312824	16
FHL3	0.42835497522945	0.00379003141773178	0.213412592897313	16
SERBP1	-0.169157267500338	0.00380274299267969	0.213562862155533	16
PTENP1-AS	-1.03274856246111	0.00381005797075138	0.213562862155533	16
RPS15AP14	-1.21182108239019	0.0038383088313687	0.213892559290829	16
MTFR2P1	-0.598685820843283	0.00384939810356429	0.213892559290829	16
LAD1	1.47262000676712	0.00384949082811112	0.213892559290829	16
SMIM10L2B	-0.575230653708306	0.00385371422603735	0.213892559290829	16
RNF150	-0.372908929628757	0.0038594016468943	0.213892559290829	16
NSRP1P1	-0.627171125494373	0.00387700473868058	0.214210893880106	16
NBEAL1	-0.182199255548435	0.00388255612917168	0.214210893880106	16
ALDH2	-0.394464819197751	0.00391717750642235	0.215637554587326	16
LINC00365	-1.96466899382215	0.00392263762194592	NA	16
TOR4A	0.490211193033646	0.00395998372340147	0.217376843950621	16
CKS1B	-0.289532972808861	0.00396644056300357	0.217376843950621	16
CEP57L1	-0.29198350224355	0.00398606624923072	0.217966960432934	16
PVT1	0.601183268395338	0.00401696840214865	0.218649334162458	16
ZADH2	-0.207358789665575	0.00403577285488991	0.218649334162458	16
MGAT1	0.22895774299649	0.00404255654319528	0.218649334162458	16
TBX15	0.355491743398527	0.00404739528536119	0.218649334162458	16
ADGRA2	-0.352265689459443	0.00406255455173984	0.218649334162458	16
CD1D	0.649960861062995	0.00406349482134131	0.218649334162458	16
ZNF330	0.38011522870167	0.00406925098102433	0.218649334162458	16
REEP6	0.831259070445464	0.00407324454305991	0.218649334162458	16
ZNF737	-0.298185156101371	0.00407851604748926	0.218649334162458	16
TMEM191A	1.44022251297158	0.00409081339490186	NA	16
ABCA8	-0.345454649098858	0.00410861331228436	0.219784016903003	16
HAND2-AS1	-0.513298843517854	0.00415477285875192	0.221771140423663	16
HLA-DPA3	3.3084289649867	0.00416356260482899	NA	16
FAM110C	-1.24391037255178	0.00417935588310781	0.222600455012195	16
DUSP4	0.788330376215348	0.00419504789665674	0.22295365786832	16
AFF2	-1.18380791649368	0.0042129675150554	0.223423473368466	16
ABCC4	0.47735094850415	0.00422460651378348	0.223558908569183	16
AC093110.1	-0.407855450165097	0.0042558897110452	0.224731068926372	16
JCHAIN	1.32963809151705	0.00426587012984173	0.224775730803031	16
UBE2S	0.548589446474162	0.00428426681184159	0.225262721023474	16
PTGFR	0.852983706713587	0.00429785693284994	0.225495448926734	16
CCN1	0.576878180601621	0.00431462529895519	0.225893584534873	16
IGHJ4	1.44515665078595	0.00437212302943364	0.22779899122152	16
DTX3	0.370485549723776	0.00438397683668195	0.22779899122152	16
CNKSR3	0.504456681081602	0.0043841079549464	0.22779899122152	16
SNX5	-0.182579562450118	0.00438804900390135	0.22779899122152	16
SYNDIG1	1.30463558263514	0.00445225081246108	0.230292159060859	16
CTPS1	0.258518191108481	0.00445479203937778	0.230292159060859	16
SPHK1	0.511955494754822	0.00448331341761627	0.230654658872853	16
TARBP2	0.240310287994071	0.00448763843492762	0.230654658872853	16
SLCO3A1	0.349361350840823	0.00448992488316726	0.230654658872853	16
MYH2	-1.25792999048167	0.00452074992980279	0.23141954936655	16
SLC29A2	0.643265375005592	0.00452362349109239	0.23141954936655	16
AQP7	-0.198939359526046	0.00455948894202054	0.232675925473674	16
RDM1	3.01523641097085	0.00456831807425049	NA	16
DTX1	-0.638366847943113	0.00457665641937141	0.232675925473674	16
PWWP3B	-0.466769456627708	0.00457859412172784	0.232675925473674	16
ABCC9	-0.452450011958068	0.00458806733435233	0.232675925473674	16
SLC44A2	-0.301176207560619	0.00459720960806576	0.232675925473674	16
VSTM2L	-1.10620829730873	0.00460491631266221	0.232675925473674	16
RSPO1	-2.46526574551916	0.00462686877365721	0.233306065396277	16
COX4I1	0.156669246392145	0.00467154970856436	0.234202984975884	16
GDF5	-0.76380589507702	0.00468491525672641	0.234202984975884	16
IGKV1-9	1.88749085996243	0.00468876743094522	NA	16
EHBP1	-0.237544610810218	0.00468893932478792	0.234202984975884	16
LYPD6B	-2.42065688880067	0.00468957573406861	0.234202984975884	16
MSRB3	-0.280059687101044	0.00469224495440772	0.234202984975884	16
MUC4	-0.824014188991072	0.00477422607040115	0.237812511972391	16
AL031846.1	3.02236440235477	0.00479386587060261	NA	16
VN1R85P	-2.09101676966351	0.00479415514909921	NA	16
SEL1L2	-0.888171765530947	0.00480514992978709	0.238665959305443	16
PRND	-1.93270713414155	0.00481075774436134	0.238665959305443	16
GDA	-1.47954072761586	0.00483401556913063	0.239337265814079	16
BCL2	-0.31901745179699	0.00487796027544315	0.241028049192429	16
AC016877.2	3.00211306521472	0.00490421829915242	NA	16
DDIT4L	0.333270773015911	0.00491542414389628	0.242392468755222	16
ATP2B4	0.2631224287672	0.00494633098934218	0.243428733309486	16
ECHDC2	-0.222628662559541	0.00496024241791932	0.243626118119243	16
AC016717.3	2.84268509956194	0.00496621107844093	NA	16
SNED1-AS1	-0.875725502426938	0.00497169989105072	0.243702428723277	16
FHL2	0.530440477483632	0.00500330312167513	0.244763975974274	16
ARAP2	0.347047083307219	0.00501403373640994	0.244802238396507	16
EIF1B-AS1	-0.310136203769189	0.00509871147459208	0.248443551000569	16
IL17RD	-0.369169149602945	0.00511236196369594	0.248616385060605	16
AL391001.1	-0.560268653515789	0.00513270941717019	0.248927821169922	16
AC113370.1	-0.866320241472173	0.00513899838071769	0.248927821169922	16
TAPT1	-0.242022257006917	0.0051668232750686	0.249783929920654	16
MTND3P25	2.76730079776455	0.0052000226666336	NA	16
TMPPE	0.325048735500927	0.0052086609079544	0.251295801867095	16
FIGN	-0.536848632197341	0.00521852134571811	0.251295801867095	16
GLI1	0.546268828884146	0.00527120953116112	0.252451976729789	16
AL139339.2	0.355908680172851	0.00527141683380827	0.252451976729789	16
CHL1-AS1	-1.31466726022742	0.00527330905998747	0.252451976729789	16
RPS6KA4	0.2668600492299	0.00528677834185023	0.252605348850308	16
CYP11A1	0.827756841017477	0.00529723959987726	0.252614679911201	16
SEPTIN2	-0.193054793236653	0.0053188882234362	0.253156445868655	16
AL358053.1	-0.701463112321817	0.00536071828892001	0.254654816477712	16
CCDC162P	-0.779586209602735	0.00544100466934053	0.257970716567365	16
PEX19	-0.214650621241129	0.0054606105015724	0.258402389638831	16
WDR48	-0.183533719031107	0.0054851731455382	0.259066517451552	16
PACSIN2	0.190019548442378	0.00551032817364131	0.259545321112416	16
SHPRH	-0.150487857523194	0.00551680113582607	0.259545321112416	16
GPR132	0.578410003495309	0.00552695364176478	0.259545321112416	16
CA12	0.644485141276879	0.00554238555500921	0.259774250194498	16
C17orf80	-0.197618231844514	0.00557257554789566	0.26003927189722	16
CYSLTR2	0.736733094692236	0.00557453883345277	0.26003927189722	16
SLC6A14P1	-1.41797023662338	0.00557871655132456	NA	16
PYROXD2	0.27348948036802	0.00558162829042745	0.26003927189722	16
PARP12	0.241116261269907	0.00559996397778695	0.26003927189722	16
HROB	-0.568927126476729	0.00560087837223256	0.26003927189722	16
SLC25A21-AS1	-0.438668793302677	0.00568476629146861	0.263436994602953	16
LYPD3	1.20501079058174	0.00571759643588854	0.263455133593325	16
CXCL11	1.28842084160919	0.00571822410247067	0.263455133593325	16
RPL7P28	-1.12425411158997	0.0057290192450587	0.263455133593325	16
JAKMIP2	0.740224580258822	0.00574700134510803	0.263455133593325	16
STARD10	0.490139557536534	0.00574783231632314	0.263455133593325	16
IGHV3-7	1.35603975008347	0.00574939678707747	0.263455133593325	16
ZNF546	-0.297058586554232	0.00576869526697535	0.263848112331715	16
PHF24	0.656471029380482	0.00579086441804149	0.264370687819568	16
UCK2	0.254211916994597	0.00584413451360281	0.266308551807823	16
RP11-435B5.5	-0.875514325010041	0.00587516908761756	0.267227884914982	16
RPL27P6	-0.830931798172725	0.00589408903428386	0.26759381709709	16
OR2A25	-2.73361998055485	0.00590709367953085	NA	16
AC010642.2	0.294555624265771	0.00592610625454181	0.26833753901869	16
GLCCI1	-0.281352439108014	0.00593228029528863	0.26833753901869	16
RUNX1	0.447266304284928	0.0059625590409953	0.269212275819764	16
AC016995.1	-1.53426699570947	0.00597501367757954	NA	16
RAB3GAP2	-0.147703373292737	0.00598111496454762	0.269555487056087	16
LINC00601	1.26877862580456	0.0060437131221665	0.271526200862058	16
SLC9A7	0.555235727414013	0.00604691177601526	0.271526200862058	16
CTAGE6	-2.74343056782036	0.0060691989540895	NA	16
UBE2H	-0.176961042888582	0.00607439538012665	0.27158253139575	16
AC021491.2	-0.983938471440843	0.00608246431504346	0.27158253139575	16
ABCA9	-0.317182838549424	0.0060877937404485	0.27158253139575	16
DLX6-AS1	1.11599840890974	0.00609231346082228	0.27158253139575	16
AC017100.1	-0.539037454131718	0.00614619202449116	0.27311933376057	16
MAB21L3	1.03190948968513	0.00615669618284952	0.27311933376057	16
AL353795.3	-0.400343172510365	0.00616008575759403	0.27311933376057	16
PRKAG2	0.249670393706856	0.00621348849590999	0.274989479842896	16
PCDH19	0.487250618218975	0.00622461658359381	0.274989479842896	16
LRRC2	-0.500159901893667	0.00626467788465428	0.276207368148734	16
HCAR1	-0.529325295930402	0.00627463399825832	0.276207368148734	16
GOLPH3L	-0.179385517520543	0.00630273791426137	0.276949056886124	16
KIN	-0.201021773913123	0.00632628759885526	0.277488340365475	16
RAD54B	-0.347841328413335	0.00635248523282104	0.278141644348803	16
TSLP	-0.617582108762384	0.0063698984934439	0.278408689570469	16
VENTX	0.588909139525917	0.00643149905442873	0.280602654667248	16
ZNF208	-0.824340678718741	0.00645371946336068	0.281073760769763	16
AC126407.1	2.21553187696178	0.00647650285451146	NA	16
IGHA1	1.30994806630857	0.00651601334431313	0.28295870927032	16
ROBO1	-0.412954582212548	0.00651999789313088	0.28295870927032	16
PUM3	-0.180853138746407	0.00657104653988153	0.284672081350114	16
ADHFE1	-0.28667281819917	0.00659208922046868	0.285081791648634	16
HOXA1	-0.760658574203963	0.00662151085918249	0.285404580948499	16
ADH1B	-0.599790811274041	0.0066257560624746	0.285404580948499	16
ALKBH2	0.264441914141563	0.00663434877484218	0.285404580948499	16
RORC	0.711601819377986	0.00668347882857769	0.286813243623704	16
PDXP-DT	0.789090337064884	0.00669040524403649	0.286813243623704	16
RNU2-34P	-2.29237454236049	0.00669724863660591	NA	16
YAP1	-0.240711298328552	0.00672154784146271	0.287182936821373	16
UPF3B	-0.265554710954223	0.00673862967156777	0.287182936821373	16
CACNA1C-AS4	0.581457219957641	0.00673887529355391	0.287182936821373	16
CD248	0.452256381432764	0.00676217724703316	0.287182936821373	16
TMEM64	-0.583933466129266	0.00676590144433616	0.287182936821373	16
PELI1	0.267166565788467	0.00677022075482802	0.287182936821373	16
PABPC5	-0.361531996317773	0.00678072443992432	0.287182936821373	16
BLVRB	-0.302977891726503	0.00682422102211013	0.288085890693983	16
MFSD3	0.344994636649202	0.00682545918944172	0.288085890693983	16
ADH1C	-0.485647581152401	0.00684734671290996	0.288241707765225	16
IGHV3-33	1.4713180203426	0.00684956333866864	NA	16
CEP295	-0.204219119920047	0.00685257849565802	0.288241707765225	16
SAMD8	-0.25392847528179	0.00686497560368998	0.288270400477815	16
IGHV3-72	2.07455043866561	0.00687757985886223	NA	16
MON2	-0.134548295099942	0.00690986827498208	0.289661207227401	16
PDGFC	-0.343666208505673	0.00695275002325086	0.290529591515419	16
AL365181.3	1.27028556919543	0.00695419715538595	0.290529591515419	16
RASSF9	-0.407837743732859	0.00699669531622013	0.291298058339695	16
ZNF99	-0.880073718246526	0.00699685709819882	0.291298058339695	16
FMOD	-0.559858332087019	0.00700810543898481	0.291298058339695	16
STH	1.89622711347774	0.00700899855459787	NA	16
SCIN	-0.69703779538978	0.00703972313372941	0.291600397597048	16
KCNMB1	0.602455457903205	0.00705438070256072	0.291600397597048	16
RTCA-AS1	-0.328034397891176	0.00706014260808328	0.291600397597048	16
AP003119.3	0.592097190394992	0.00706278038638763	0.291600397597048	16
AC011008.2	-1.13995572238992	0.00711209745191063	0.293144693465938	16
AC012349.1	-0.65284780311645	0.00712599032110449	0.293226160253208	16
CATSPER1	1.04302820713283	0.00714375049293067	0.293466224339808	16
CYCSP10	-0.74546061984399	0.00716630142587178	0.293705386605323	16
AC010719.1	-0.679861487564157	0.00718279559217165	0.293705386605323	16
LINC01116	-0.652823622037172	0.00718537988118846	0.293705386605323	16
EIF4EP2	2.63724397831032	0.00721041783504975	NA	16
COLCA2	-0.820763465077382	0.0072222378870285	0.294722400806153	16
HOXB3	-0.314791064489982	0.00727454310088581	0.295873009831032	16
PCK1	0.716216611334268	0.00728335560691639	0.295873009831032	16
CD74	0.415751153206547	0.00730693223087716	0.295873009831032	16
PRR36	1.44671998397145	0.00732222541093462	NA	16
AL590138.1	1.05094903353752	0.00733294605376873	0.295873009831032	16
PHF3	-0.193437819041723	0.0073332903610857	0.295873009831032	16
DEFB132	1.32079185889016	0.00733444956449597	0.295873009831032	16
COLCA1	-0.682292084047045	0.00733460137346809	0.295873009831032	16
SDF2L1	0.453764325078444	0.00735516340164471	0.296216867142834	16
REC8	0.348695752387192	0.00738771722520394	0.297041761046721	16
GAS2L1	0.225557721738372	0.00740094136065848	0.297088032727118	16
WDR93	-0.427215096908671	0.0074386777131821	0.297789428736574	16
ANKRD20A8P	-1.91545835997337	0.00744261790031263	0.297789428736574	16
ZNF501	-0.250603994277497	0.00746785073454996	0.29831396594979	16
NR3C1	-0.291722195655416	0.00754238971729085	0.300803215191857	16
PARVB	0.187891428799969	0.00756203361875255	0.301098642810104	16
TLDC2	0.519453036174048	0.00764144090152442	0.303768879263023	16
PLIN2	0.520606070130692	0.00767611991660293	0.30465529481911	16
AKAP9	-0.161147811588659	0.00769101158551038	0.304754785965626	16
IFT46	-0.24307955773795	0.00773248609610083	0.305100365859985	16
CLEC16A	0.179092423203397	0.0077327224267151	0.305100365859985	16
NPR1	-0.422899393366089	0.00774549908920054	0.305100365859985	16
IGHV3-21	2.70994900322821	0.00774878125609413	NA	16
SUSD6	0.21100944075501	0.00774932859196531	0.305100365859985	16
SNPH	0.33199175700895	0.00778127761803004	0.305465669808276	16
AL135818.1	1.04703827155956	0.00778343459055509	0.305465669808276	16
ZNF883	-0.817563450937117	0.00780186236597498	0.305701317260424	16
NHLH1	2.52884225204639	0.00782147954330556	NA	16
FREM1	-0.296397646876568	0.00782255247848715	0.305916563584837	16
AC091691.2	-1.42309025857534	0.00785466506835666	0.305916563584837	16
ZFP36L1	0.234768356410894	0.00786669158335073	0.305916563584837	16
PGRMC1	-0.217281768012542	0.00786793593009007	0.305916563584837	16
AATBC	0.599234544803926	0.00788262026939923	0.305916563584837	16
CCDC117	-0.191298986293564	0.0078848422522953	0.305916563584837	16
Z94277.1	-1.18504415341221	0.00789438037454268	0.305916563584837	16
ZDHHC13	0.314042166956259	0.00792446501444013	0.306166285593538	16
NPM1P22	-1.21711426669784	0.00792570910403885	0.306166285593538	16
VN1R53P	0.785652978358866	0.00795745807605056	0.306910926140088	16
RFC1	-0.164403545955395	0.00797030648990573	0.306925401873412	16
ATP2B1	0.329309409865794	0.00800570909803829	0.307807005899106	16
